job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
Senior Data Analytics Solutions Analyst With Security Clearance,48000-96000,48000,96000,72000,TRUE,TRUE,TRUE,TRUE,FALSE,3.1,Praescient Analytics,New York,New York,"Alexandria, VA",51-200,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,48000-96000,48000,96000,72000,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Avani Technology Solutions,Brooklyn,New York,"Rochester, NY",501-1000,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Senior Billing Data Analyst,48000-96000,48000,96000,72000,TRUE,FALSE,TRUE,FALSE,FALSE,3.2,Care Design New York,Bronx,New York,"Albany, NY",1001-5000,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Master Data Analyst,48000-96000,48000,96000,72000,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,Act Consulting,Parsippany,New Jersey,"London, United Kingdom",1-50,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Sr. Data Analyst,48000-96000,48000,96000,72000,FALSE,TRUE,TRUE,TRUE,FALSE,3.8,Teknismart Solutions,Franklin Lakes,New Jersey,"Plano, TX",1-50,,Contract,,,Unknown / Non-Applicable,,,
"Senior Functional Analyst Sap Data Design, Sd/Mm/Pp",48000-96000,48000,96000,72000,FALSE,TRUE,TRUE,TRUE,TRUE,3.4,Eversana,New York,New York,"Chicago, IL",1001-5000,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,,
Data Analyst,26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,TRUE,FALSE,,Housing Authority Of The County Of Salt Lake,Salt Lake City,Utah,"South Salt Lake, UT",51-200,,Government,Municipal Governments,Government,Unknown / Non-Applicable,,,
Data Analyst,26000-47000,26000,47000,36500,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Cao Group, Inc",West Jordan,Utah,"West Jordan, UT",51-200,,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),7.5,5,10
Data Analyst,26000-47000,26000,47000,36500,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,University Of Utah,Salt Lake City,Utah,"Salt Lake City, UT",> 10000,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Paladin Consulting Inc,Salt Lake City,Utah,"Dallas, TX",501-1000,1983,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),300,100,500
Data Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,4.3,"Suntechpros, Inc.",Salt Lake City,Utah,"Morrisville, NC",1-50,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),3,1,5
Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Sgi Global, Llc",Salt Lake City,Utah,"Alexandria, VA",501-1000,,Company - Public,,,Unknown / Non-Applicable,,,
Data Engineer / Data Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,4.3,Hcl Global Systems,Salt Lake City,Utah,"Farmington Hills, MI",> 10000,,Company - Private,Consulting,Business Services,$50 to $100 million (USD),75,50,100
Jr. Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,Abnormal Security,Lehi,Utah,"San Francisco, CA",51-200,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,TRUE,4.5,Vimerse,Salt Lake City,Utah,"Sugar Land, TX",51-200,2011,Company - Private,,,Unknown / Non-Applicable,,,
Data Analyst : 20,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,TRUE,4.6,Akraya Inc.,Salt Lake City,Utah,"Santa Clara, CA",51-200,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),37.5,25,50
Data Intelligence - Product Data Quality Analyst (De - Refdata) - Data As A Service,26000-47000,26000,47000,36500,FALSE,FALSE,FALSE,FALSE,FALSE,4,Goldman Sachs,Salt Lake City,Utah,"New York, NY",> 10000,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
Data Engineer/Data Analyst (Remote/Eventually Onsite),26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,FALSE,FALSE,4.1,Idexcel Inc.,Salt Lake City,Utah,"Herndon, VA",501-1000,1998,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,,
Data Engineer/Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,3.6,Spectraforce Technologies Inc.,Salt Lake City,Utah,"Raleigh, NC",501-1000,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),37.5,25,50
Quality Data Analyst,26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,FALSE,FALSE,2.6,Easton Technical Products,Salt Lake City,Utah,"Salt Lake City, UT",201-500,,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),75,50,100
Technical Data Analyst/Architect,26000-47000,26000,47000,36500,TRUE,FALSE,TRUE,TRUE,FALSE,3,Civica Inc,Lehi,Utah,"Vaughan, Canada",1-50,,Company - Private,,,Less than $1 million (USD),,,
Data Governance Analyst Ii,26000-47000,26000,47000,36500,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Enerbank Usa,Salt Lake City,Utah,"Salt Lake City, UT",1-50,,Company - Public,,,$100 to $500 million (USD),300,100,500
Big Data Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,2.9,"Ved Software Services, Inc.",Salt Lake City,Utah,"Farmington Hills, MI",51-200,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),7.5,5,10
Sr. Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,TRUE,TRUE,FALSE,3.4,Ascential,Salt Lake City,Utah,"London, United Kingdom",1001-5000,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD),300,100,500
Data Analyst,26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,TRUE,,Artius Solutions,Salt Lake City,Utah,,,,,,,,,,
"Data Analyst At Salt Lake City, Ut",26000-47000,26000,47000,36500,TRUE,FALSE,FALSE,FALSE,TRUE,4.5,Vimerse,Salt Lake City,Utah,"Sugar Land, TX",51-200,2011,Company - Private,,,Unknown / Non-Applicable,,,
Sr. Data Analyst,26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,FALSE,FALSE,3.8,F5 Networks,Draper,Utah,"Seattle, WA",5001-10000,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1500,1000,2000
Data Scientist/Analyst - Noke,26000-47000,26000,47000,36500,FALSE,FALSE,TRUE,TRUE,FALSE,2.7,"Janus International Group, Llc",Lehi,Utah,"Temple, GA",501-1000,2001,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),300,100,500
Data Analyst - W2 Candidate,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,3.3,Clientsolv Technologies,American Fork,Utah,"Greenwood Village, CO",51-200,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,,Drangkro Aerospace,Salt Lake City,Utah,,,,,,,,,,
Marketing Coordinator / Data Analyst,26000-47000,26000,47000,36500,FALSE,FALSE,FALSE,FALSE,FALSE,,Popi/O Mobile Video Cloud,Sandy,Utah,,,,,,,,,,
Sr. Data Analyst,26000-47000,26000,47000,36500,FALSE,TRUE,TRUE,FALSE,FALSE,5,Resiliency Llc,Salt Lake City,Utah,"Stamford, CT",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Financial Data Analyst,26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,FALSE,FALSE,3.5,Vivint Solar,Lehi,Utah,"Lehi, UT",1001-5000,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),75,50,100
Special Operations (Lrec) Incentives And Proficiency Data Analyst,26000-47000,26000,47000,36500,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Yorktown Systems Group Inc,Riverton,Utah,"Huntsville, AL",501-1000,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Sr. Data Analyst,26000-47000,26000,47000,36500,TRUE,TRUE,TRUE,FALSE,FALSE,4.1,Shape Security,Draper,Utah,"Mountain View, CA",51-200,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,,
Senior Data And Business Analyst,31000-59000,31000,59000,45000,TRUE,TRUE,TRUE,TRUE,FALSE,4,Connor Group,Salt Lake City,Utah,"Santa Clara, CA",201-500,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),37.5,25,50
Fund Data Analyst,31000-59000,31000,59000,45000,TRUE,FALSE,TRUE,FALSE,FALSE,3.5,Vivint Solar,Lehi,Utah,"Lehi, UT",1001-5000,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),75,50,100
Sr Python Data Analyst(No C2C) Contract W2 Only,31000-59000,31000,59000,45000,FALSE,TRUE,TRUE,FALSE,FALSE,2.9,"Ved Software Services, Inc.",Salt Lake City,Utah,"Farmington Hills, MI",51-200,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),7.5,5,10
Tx Healthcare Data/Reporting Analyst,31000-59000,31000,59000,45000,TRUE,TRUE,TRUE,TRUE,FALSE,4.2,Abacus Service Corporation,Salt Lake City,Utah,"Southfield, MI",501-1000,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,47000-81000,47000,81000,64000,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Robert Half,Reedley,California,"Menlo Park, CA",> 10000,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
"Data Analyst, District Office - Accountability Office",47000-81000,47000,81000,64000,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,Tcoe,Visalia,California,"Springville, CA",1-50,,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),3,1,5
Data Analyst (Kings County),47000-81000,47000,81000,64000,TRUE,FALSE,FALSE,TRUE,FALSE,3.3,"Public Health Foundation Enterprises, In",Hanford,California,"City of Industry, CA",1001-5000,1968,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),75,50,100
Tactical Data Link (Tdl) Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,Usfalcon,Hampton,Virginia,"Cary, NC",201-500,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),75,50,100
Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,2.5,Hampton University,Hampton,Virginia,"Hampton, VA",1001-5000,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),300,100,500
Data Science Analyst,43000-69000,43000,69000,56000,FALSE,FALSE,FALSE,FALSE,FALSE,2.7,Collins Consulting Inc,Norfolk,Virginia,"Schaumburg, IL",201-500,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD),37.5,25,50
Jr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,TRUE,TRUE,2.7,Patient Advocate Foundation,Hampton,Virginia,"Hampton, VA",51-200,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),75,50,100
Jr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Hampton,Virginia,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Jr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,4.9,"Orbis, Inc.",Portsmouth,Virginia,"Charleston, SC",201-500,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),17.5,10,25
Data Science Analyst,43000-69000,43000,69000,56000,FALSE,FALSE,FALSE,FALSE,FALSE,3,Newgen Technologies,Norfolk,Virginia,"Duluth, GA",1-50,,Company - Private,,,Less than $1 million (USD),,,
Data Analyst,43000-69000,43000,69000,56000,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Bluemont Technology & Research, Inc.",Norfolk,Virginia,"Mc Lean, VA",1-50,,Company - Private,,,$1 to $5 million (USD),3,1,5
Data Analyst,43000-69000,43000,69000,56000,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"Forkids, Inc",Norfolk,Virginia,"Norfolk, VA",51-200,,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),7.5,5,10
Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Hampton,Virginia,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,4.9,"Orbis, Inc.",Portsmouth,Virginia,"Charleston, SC",201-500,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Dunhill Professional Search,Chesapeake,Virginia,"Wilmington, NC",1-50,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Finance Data Analytics Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,FALSE,3.1,Smithfield,Smithfield,Virginia,"Smithfield, VA",> 10000,1936,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,,
Business Intelligence/Data Analyst With Security Clearance,43000-69000,43000,69000,56000,FALSE,TRUE,FALSE,TRUE,TRUE,3.8,Booz Allen Hamilton,Suffolk,Virginia,"Mc Lean, VA",> 10000,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),7500,5000,10000
Research & Data Analyst,43000-69000,43000,69000,56000,TRUE,TRUE,TRUE,FALSE,FALSE,1,Evms,Norfolk,Virginia,"Chennai, India",501-1000,1935,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,,,
Metrics & Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,"Epsilon Systems Solutions, Inc.",Norfolk,Virginia,"San Diego, CA",501-1000,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),300,100,500
Tactical Data Link (Tdl) Analyst-,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,Oasis Systems,Hampton,Virginia,"Burlington, MA",1001-5000,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,TRUE,TRUE,5,Counter Threat Solutions,Norfolk,Virginia,"Reston, VA",51-200,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Jr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Hampton,Virginia,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Hq Data Analyst,43000-69000,43000,69000,56000,TRUE,TRUE,FALSE,TRUE,TRUE,3,Ita International,Newport News,Virginia,"Yorktown, VA",201-500,,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),17.5,10,25
Usmtf Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,Oasis Systems,Hampton,Virginia,"Burlington, MA",1001-5000,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Mid Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,4.9,"Orbis, Inc.",Portsmouth,Virginia,"Charleston, SC",201-500,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),17.5,10,25
Product Data Business Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,TRUE,FALSE,TRUE,,Ferguson Experienced,Newport News,Virginia,,,,,,,,,,
Retail Data Quality Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,Liberty Source,Hampton,Virginia,"Fort Monroe, VA",51-200,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),7.5,5,10
Usmtf Data Analyst With Security Clearance,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,"Oasis Systems, Llc",Hampton,Virginia,"Burlington, MA",1001-5000,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Senior Data Strategy Analyst (Sdsa),43000-69000,43000,69000,56000,FALSE,TRUE,FALSE,TRUE,FALSE,3.2,National Capitol Contracting (Ncc),Norfolk,Virginia,"Mc Lean, VA",51-200,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),17.5,10,25
Data Analyst - Va Beach - Va With Security Clearance,43000-69000,43000,69000,56000,FALSE,TRUE,FALSE,FALSE,FALSE,3.1,Occam Solutions Inc,Virginia Beach,Virginia,"Herndon, VA",1-50,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Configuration And Data Management (C&Dm) Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,Analytical Mechanics Associates,Hampton,Virginia,"Hampton, VA",201-500,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Jr Management Analyst (Data Management),43000-69000,43000,69000,56000,FALSE,FALSE,FALSE,FALSE,FALSE,3.2,"Gstek, Inc.",Yorktown,Virginia,"Chesapeake, VA",201-500,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,43000-69000,43000,69000,56000,TRUE,FALSE,FALSE,FALSE,FALSE,4.9,"Orbis, Inc.",Portsmouth,Virginia,"Charleston, SC",201-500,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),17.5,10,25
Tactical Data Link (Tdl) Analyst,49000-112000,49000,112000,80500,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,Oasis Systems,Hampton,Virginia,"Burlington, MA",1001-5000,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Sr Data Business Analyst - Facilitysource,49000-112000,49000,112000,80500,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,Cbre,Chesapeake,Virginia,"Los Angeles, CA",> 10000,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,,,
Acoustics Data Analyst/Flight Test Engineer,49000-112000,49000,112000,80500,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Analytical Mechanics Associates,Hampton,Virginia,"Hampton, VA",201-500,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,49000-112000,49000,112000,80500,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Bluemont Technology & Research, Inc.",Norfolk,Virginia,"Mc Lean, VA",1-50,,Company - Private,,,$1 to $5 million (USD),3,1,5
Sr. Data Analyst,49000-112000,49000,112000,80500,TRUE,FALSE,FALSE,TRUE,TRUE,5,Counter Threat Solutions,Norfolk,Virginia,"Reston, VA",51-200,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Senior Data Management Analyst (Sdma),49000-112000,49000,112000,80500,FALSE,TRUE,FALSE,FALSE,FALSE,3.2,National Capitol Contracting (Ncc),Norfolk,Virginia,"Mc Lean, VA",51-200,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),17.5,10,25
Data Analyst - Senior Consultant,49000-112000,49000,112000,80500,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,Guidehouse,Norfolk,Virginia,"Washington, DC",5001-10000,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Data Warehouse Programmer/Analyst,49000-112000,49000,112000,80500,FALSE,FALSE,TRUE,FALSE,TRUE,3.1,Axseum Inc,Fort Eustis,Virginia,"Alexandria, VA",51-200,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
